nomor_ulasan,nama_seller,ulasan_pembeli,kelas _sentimen,,,,,,
149,Bosonline,"Barang yg diterima tdk sesuai dgn judulnya, tdk wangi, dan ada cacat, sangat kecewa sekali merasa ditipu, kapok...",negatif,,,,,,
150,Bosonline,"BARANG TERLAMBAT DATANG SEMINGGU LEBIH, KETIKA AKU TANYA KURIRNYA, KATA KURIRNYA ""GAK TAU, INI JUGA DATANG BARU KEMARIN MLM, INI SAYA JUGA BUKAN KURIR LAZADA"". Trus biasanya pakek surat tanda trima, ini gak pakek, klo gak niat jual, gak usah jual yaa!!!! MEREPOTKAN SAJA!!!",negatif,,,,,,
151,CherrySpree,"Sabun ini sama sekali enggak membuat putih, dan apanya yang hikang dari bekas jerawat. Sama sekali enggak, wanginya juga seperti campuran dari buah-buahan yang mulai membusuk. Intinya sabun ini cuma banyak busa, itu aja",negatif,,,,,,
152,CherrySpree,"Kurir ramah, packing rapih, cepat sampai (2hari), produk tidak mengecewakan dan puasss. Thankyou lazada",positif,,,,,,
153,CherrySpree,Saya beli 2pcs bayar 2pcs tapi setelah dtg dan dibuka isinya cuma 1pcs saja. Saya chat2 dari kemaren ke sellernya tidak ada etiket baik utk membalasnya sedikitpun saya sudah hubungi pihak lazada blm dikonfirmasi bgaimana kata sellernya. Pas pesan lgsung di tanggapi tp skrg tidak ada tanggapan!! Tlg balas chat saya dan kirim kekurangan pesanan secepatnya!!,negatif,,,,,,
154,CherrySpree,sabunnya palsu aku bandingkan sabun yang ini dengan sabun reseller sebelah jauh banget bedanya jadi yg mau beli di sini pikir pikir dulu deh......,negatif,,,,,,
155,CherrySpree,Tokcer banget sekali pake langsung manjur mau order lagi buat persiapan d rumah... Makasih lazada makasih seller...,positif,,,,,,
156,CherrySpree,"Barang telah mendarat dengan cepat dan selamat, pesan kmaren tadi jam 11 udah sampai, mantab deh lazada, sukses selalu",positif,,,,,,
157,CherrySpree,Bb creamnya masih segel dan ada labelnya .. Warnanya cocok bngt .. Dan wanginya lembutt .. Recomended bngt pokonya,positif,,,,,,
158,CherrySpree,"Barang sampenya cepet banget! Enak di pake masker matanya, semoga bisa ngilangin lingkaran hitamnya",positif,,,,,,
159,CherrySpree,Apaan produknya jelek bukannya putih malah jerawatan. Produk kaya gini mendingan kagak usah dijual . Barang saya beli dibuang percuma . Mendingan kagak usah dijual . Makasih,negatif,,,,,,
160,CherrySpree,"Berkali2 pesan di Lazada selalu puas mulai Dr kurir,pelayanan dan barangnya..Top markotop deh buat Lazada",positif,,,,,,
161,CherrySpree,saya sangat cocok dari dulu hingga sekarang sampai saat ini dan muka ku juga makin kinclong allhamdullilah cocok dengan produk baby pink,positif,,,,,,
162,CherrySpree,"Kemasannya setiap kali dibuka pasti tumpah /basah, mhon agar diperhatikan kembali dlm proses pembungkusan barang tsb,terutama bagian pd barang kosmertik.sayangkan belum dipakai sdh terbuang.",negatif,,,,,,
163,CherrySpree,Barang tepat waktu dan memuaskan..makasih lazada ..pertahankan pelayanan yg bagus spy konsumen tetap memberi kepercayaan,positif,,,,,,
164,CherrySpree,"Fix beneran komedo keangkat semua, kulit jadi halus walaupun harus ngerasain pedes pas di tarik maskernya, but overall semua deskripsinya benar Thanks",positif,,,,,,
165,CherrySpree,aku syukkaaaaa.. :* soalnya warna untuk shade ini aku cocok. wangi lagi bedaknya. dan ak dapet yg ORIIIIII love you seller & lazada :)),positif,,,,,,
166,CherrySpree,Kok bahan nya beda ya dengan yg saya beli? Tutup cream longgar. Nyesel pastinya takutnya bahan abal2 jauh beda dengan yg selama ini saya beli buat kali ini saya complain.,negatif,,,,,,
167,CherrySpree,"Saya pesan apa yg dikirim apa! kan gak jelas banget! trus bilang Free refil pula, apaan ini gak ada Free refil .. Pokoknya KECEWA BANGET BANGET!!!!!!!!!",negatif,,,,,,
168,CherrySpree,"Barang yg dikirim sesuai dgn yg saya pesan, saya terima dgn rapi dan cepat. Semoga pemesanan saya berikutnya di lazada tdk pernah mengecewakan. Makasih lazada",positif,,,,,,
169,CherrySpree,"Terima kasih lazada,pesen kmrn hari ini barang sdh sampei,pecking rapi barang semua segel ,semoga adik saya pakai krim ini cocok.",positif,,,,,,
170,CherrySpree,"Pengiriman sesuai estimasi. Barang yg dikirim sesuai dgn pesanan, pake buble wrap, kotak masih tersegel, jd terjamin keasliannya. Belum tahu hasilnya, mudah2an cocok. Tks lazada n seller.",positif,,,,,,
171,CherrySpree,Klu ngirim barang yank bnr donk saya juga dpt bli bedak pecah jngn bikin kecewa donk klu mau jual jual yank jujur saya g mau tau ganti barang nya,negatif,,,,,,
172,CherrySpree,Kemasan Nya gak di segel dan tempat nya ada goresan hitam pas aku pake kenapa ia bau menyegrak bikin batuk jadi kena mata pedih sekali.,negatif,,,,,,
173,CherrySpree,Isi bedak nya jauh se x dengan gambar.. prodak yg aku dapat dalam nya tuh busa kering.. jauh lah pokonya sama yg ad d gambar..,negatif,,,,,,
174,CherrySpree,"Asli sihhhh seneng banget saya pesen kemaren sore , eh hari ini udah sampe , packing nya juga rapih",positif,,,,,,
175,CherrySpree,"Pk produk ini sepertinya ada perubahan sih.. Kantung Mata berkurang, kerutan jg jd agak samar... Semoga selnjutnya bnr"" max bagus hasilnya... Sejauh ini puas pk Bioaqua... Thanks Lazada.. Pelayanan Dan produk good quality",positif,,,,,,
176,CherrySpree,"Yey akhirnya dateng juga,ini beneran ada hologramnya lhoo, semoga ada khasiatnya, tingkatin trus kualitasnya, thanks lazada and cherryspree",positif,,,,,,
177,CherrySpree,"aduh salah plih cream nih,cream ny palsu,sabun ny cair gk ad busah...cream siang malamnya bau,dan toner ny ky air biasa.tolong donk lazada jual crem nya yang ORI aj,jgn yg palsu2.",negatif,,,,,,
178,CherrySpree,"barang nya ori gak sih. kok dipake dimuka gak mulus jadi mblog""an.. kaya pake topeng dan gak rata"".. gak nutupin noda juga, aneh deh cuman tahan aer doang sih iya.. pokoknya aku sarankan buat yg kulit berminyak kaya aq gak cocok sama sekali pake produk ini.. fix jelek banget..mendingan beli bedak pixi aja lebih bagus dan murah..",negatif,,,,,,
179,CherrySpree,"Produk yg di pesan yg harga 99rb, tp yg dikirim dan di terima harga 69 rb, mau di tolak tp pihak pengiriman tdk mau tau, apakah ini bukan penipuan???",negatif,,,,,,
180,CherrySpree,Gw si cocok bgt pake ini. Gak lengket gak pait. Bner2 pure kaya air. Tp hasilnya luar biasa. Jerwat berkurang. Noda hitam memudar. Kenyall kenceng dan cerah bgt k wajah aq. Thanks lazada.,positif,,,,,,
181,CherrySpree,udah di coba hasilnya waaau baguuusss yg tadinya kusam jdi beningg,positif,,,,,,
182,CherrySpree,"Pengiriman nya cpt, sesuai pict&original juga, smoga cocok. Thx lazada",positif,,,,,,
183,CherrySpree,"Kecewa parah sumpah criem day,night nya bner"" dikit bgt ,mngkin gaada smnggu x di pake nya yah , parah",negatif,,,,,,
184,CherrySpree,"Bagus banget, nyaman dipake dan dikulit. Efeknya kerasa banget. Jdi saranin pake masker ini.",positif,,,,,,
185,CherrySpree,"Produknya dikirim cepat, dan produknya enak banget dipakai dikulit kayak air, makasih lazada",positif,,,,,,
186,CherrySpree,"enak banget di wajah, jadi lebih kenyal dan tampak bersih.. teerima kasih",positif,,,,,,
187,CherrySpree,Barangny Bagus cocok dipake sesuai warnany dpet refil jg puas deh produkny thnks lazada,positif,,,,,,
188,CherrySpree,Gak sopan banget kurir yg ngantr pesanan saya ngomongya gak bisa di jaga tolong dong pihak lazada di tangani tuh kurir kurir yg kaya gitu jgn mengecewakan custemer dong,negatif,,,,,,
189,CherrySpree,"produk ga sesuai, pesan cream renewal yg d krm cream lain.klo emg ga ad ga ush d krm, bikin kecewa pelanggan",negatif,,,,,,
190,CherrySpree,Jangan nipu dong! Kalo a bs ksh diskon jgn ksh. Klo mau jualan yg jujur dong. Jd kapok,negatif,,,,,,
191,CherrySpree,"Barang sampai nya lumayan cepat, pesan minggu, selasa nya udh sampai,.. Barang nya juga udh dicoba, bagus, hasil juga natural.. Terima kasih ya seller dan Lazada.. ^^",positif,,,,,,
192,CherrySpree,"Thx lazada, barang dah diterima dgn baik, td baru coba pake...enak bgt di muka, wajah terasa kenyal dan segerr...smoga hasilnya bagus. Produknya Ori...smoga bgini trus yah klw ngasih produk biar pelanggan ga kecewa.",positif,,,,,,
193,CherrySpree,sesuai pesanan dan pengiriman sll cpt sejauh ini tdk mengecewakan ... thanks ya ... jd mkin senang belanja ol di lazada ....,positif,,,,,,
194,CherrySpree,"pengiriman cepat, bayar ditempat dan produknya recomended bgt wanginya enak.. semoga cocok dan bisa buat kulitku makin cerah.. thnks lazada",positif,,,,,,
195,CherrySpree,"Baik sekali, barang sampai sesuai di gambar. Kalo khasiat nya masih di coba nih, nanti kalo ada perubahan saya kirim ulasan lagi.",positif,,,,,,
196,CherrySpree,Produk y g cocok d kulit sy....gatel...panas akhirnya g kepake ....mubazir,negatif,,,,,,
197,CherrySpree,"Gak bagus. Ini cream nya gak lasting, gak cover bagian2 tertentu.. Gak recoment deh .",negatif,,,,,,
198,CherrySpree,"Kecawa banget masa bedak nya ancur si gamn atuh saya berlangganan di lazada kecewa berat lain kali hati""donk pacink nyaa jangn bikin pelanggan kecewa",negatif,,,,,,
199,CherrySpree,"Ga sesuai, yg djual apa yg dkirim malah laen ,baru pertama kali beli udh kecewa bgini, mana penjual ny ngga ada respon , KAPOK",negatif,,,,,,
200,CherrySpree,Pengiriman cepet banget dipake belum seminggu jari tangan yang gatel gatel sampe berdarah darah eh cepet sembuh. Terima kasih,positif,,,,,,
201,CherrySpree,"Hrg murah,brg Original, cpt kirim & sampe pula # Ngak seperti Seller sebelah: apa yg dibeli-apapula yg dikirim #Curhat nih",positif,,,,,,
202,CherrySpree,"Pas saya buka ko pada tumpah. Jadi habis deh,, mohon perhatiannya agar barang sampai dengan baik jangan sampai ada yg tumpah lagi",negatif,,,,,,
203,CherrySpree,saya sudah 3x pesen tapi blm ada perubahan.mana kata na jerawat bisa ilang ini jerawat saya malah tambah aja.... kecewa di bohongi..,negatif,,,,,,
204,CherrySpree,"Bedak y bagus n d pake k wajah juga ok cocok banget dengan kulit wajah, pengiriman y cepat sekali. Kurir y juga ramah n sopan.sudah berpa kali pesan barang d lazada tdk ad satu pun yg mengecewakan.makasih lazada.",positif,,,,,,
205,CherrySpree,Makasih buat seller n lazada barangnya sudah saya terima dg baik. Untuk produknya bagus enak dipakai dingin wkt diaplikasikan. Hasilnya juga bagus.semoga tidak ada masalah n cocok untuk kulit saya,positif,,,,,,
206,CherrySpree,"saya ksih bintang lima buat krem hn nya saya suka bnget baru lima hari udah ada hasil nya kulit saya jadi lebih putih mksih lazada,",positif,,,,,,
207,CherrySpree,Saya baru pakai yang namanya cream2 wajah gitu..alhamdulillah cocok di wajahku dan sekarang wajahku keliatan kinclong dan halus. Terimakasih lazada,positif,,,,,,
208,CherrySpree,suka banget produck nya.. green tea nya wangi.. ada rasa menenangkan klo pakai masker ini. jerawat aku juga udah agak mendingan . pokoknya recomended banget.. trimakasih yaaah,positif,,,,,,
209,CherrySpree,"aku suka bngt ama bedak yg satu ini,,pengiriman nya cepet bngt,,kurir nya ramah juga produk nya aku sukaaa,langsung coba dan awet bngt di siram air gak luntur,,,aku suka suka bioaqua",positif,,,,,,
210,CherrySpree,ni barang asli pa g sih packingnya rapi tp pas dibuka mngecewakan kotaknya dah lusuh terus lotionnya tumpah2,negatif,,,,,,
211,CherrySpree,Ko krim nyaa kagaa Ada toner nyaa iyaa Malah Sabin nyaa Ada 2 true krim sing nyaa jugaa tumpah lagi sblum Di bukaa Saya pengen toner nyaa Di kirim dong sama krim siang nyaa jugaa tumpah blm says pake,negatif,,,,,,
212,CherrySpree,"kali ini saya kecewa,saya pesan 2 botol yg di kirim cuma satu,udah gitu packingnya jelek banget kertasnya keliatan kaya pernah di buka gitu cuma kertas sama lakban doang",negatif,,,,,,
213,CherrySpree,Ceriam y palsu ya ko muka sayah jdi jerawatan..asalya muka ku ga jerawat,negatif,,,,,,
214,CherrySpree,"Setelah googling tentang keaslian produk, ternyata barangnya palsu. Kecewa banget parah!",negatif,,,,,,
215,CherrySpree,Barang sampai sesuai pesanan udh aku coba enk dan aroma bau coklatnya mantap mdh2n hasilnya bnr2 bisa bikin muka putih bersih... Dan bisa berlangganan... Thanks lazada,positif,,,,,,
216,CherrySpree,"Produk dtg tepat waktu sesuai estimasi, kemasan bagus dan Cushionnya Original, enak di pake, kulit jd lembut & glowing, warna naturalnya nyatu sama kulit sy yg sawo matang.",positif,,,,,,
217,CherrySpree,Barang asli .. kurir nya baik . Padahal aku lagi gda di rumah . Ampe mau cod di tempat aku nongkrong .. thx lazada ..,positif,,,,,,
218,CherrySpree,Bedaknya bagus banget bikin muka glowing teksturnya ringan pokokx puas banger syukaaaa,positif,,,,,,
219,CherrySpree,ko kosong sih bb cushion bioqua ny mlah tempat ny doank gmn sih ini. nipu ajh,negatif,,,,,,
220,CherrySpree,"Bedak sdh diterima sayangnya bedak pecah terbelah dua, kok bisa ya belah rapih gitu. Saya liat ulasan dari yg lain sama permasalahannya bedak terbelah atau hancur, kenapa ini gak jadi perhatian seller utk lebih rapih lagi packing nya, dua luar juga gak karuan bentuknya.",negatif,,,,,,
221,CherrySpree,gila baru 2x pake dah keliatan hasilnya... mksh kk. banyak yg nanyain loh tmn aku. mereka pd pesen sm aku. ntar aku pesen lg ya ka,positif,,,,,,
222,CherrySpree,Top bingit...puas dng prodaknya pokonya tidak mengecewakan....hasil dimuka bagus....,positif,,,,,,
223,CherrySpree,Hasilnya memuaskan dahh.. Krimnya juga terlampau cepat.. Tapi salut dehh buat lazadaa..,positif,,,,,,
224,CherrySpree,kelihatan bgt udah 1 bulan sy pemakaian.. cocok bgt. bulu mata sy tambah panjang dan tebal,positif,,,,,,
225,CherrySpree,Bagus. Udah coba. Ngilangin kulit matinya kerasa.,positif,,,,,,
226,CherrySpree,"dgan harga segitu ok lah ... brang juga bisa d pakai, kecil lucu .. mudah d bwa k mana2",positif,,,,,,
227,CherrySpree,Makasih lazada dan olshopnya pesanan sudah saya terima dengan keadaan sehat walafiat,positif,,,,,,
228,CherrySpree,trimaksih bwt lzada n cherryspree aq puas bnget smoga orderan brikut nya jg memuaskan,positif,,,,,,
229,CherrySpree,Makasih untuk olshopnya.. Orderan saya sudah saya terima sesuai estimasi yg berlaku,positif,,,,,,
230,CherrySpree,Kemasan tutup botol pecah dua duanya dan segel dalam tutup botol terbuka sehingga tumpah di dalam pcking.,negatif,,,,,,
231,CherrySpree,Pngirimannya lama bgt order dri hari kamis smpek hari slasa blum smpek jga.. tolong ditingkatkan lgi seller,negatif,,,,,,
232,CherrySpree,Barangnya tidak bagus.tidak ada hasilnya.tidak memuaskan Siapa pun yg memesan pasti menyesal,negatif,,,,,,
233,CherrySpree,botol obat sama sekali tidak ada isinya....bagaimana ini sudah dibayar tp isi nya kosong,negatif,,,,,,
234,CherrySpree,"Baru order besoknya langsung sampe cuma satu hari aja, packing nya juga rapih dan aman sekali jadi ngga bakal pecah karena buble nya tu banyak banget jadi aman aja, wangi masker nya juga enak semoga cocok dan ada hasilnya, tingkatkan terus lazada fast servis nya keren sukses...",positif,,,,,,
235,CherrySpree,"ini pesanan saya yg ke dua kali nya..karna hasilnya nyata dan terbukti,maka saya pesan lg..resppn cepat..packing rapi..kurir ramah..",positif,,,,,,
236,CherrySpree,"krim nya cepet nyampe .. udah jadi langganan setiakuhh beli disini, temenku banyak yg pesen dan almdulilah pada ccok .. next orderr belanja di sini terus . mudah""an gak bkin kecewa thx lazada",positif,,,,,,
237,CherrySpree,Bioaquax kok sedikit sekali isi seperti beli spon saja pake 4x sdh kering,negatif,,,,,,
238,CherrySpree,"pesanan Sudah sy terima,, cepet jg respon kirim nya.. packing rapi,, warna sesuai am kulit.. bener bener puuuaaasss.. thanks LAZADA Dan makasih jg seller..",positif,,,,,,
239,CherrySpree,Layanan cepat kiriman cepat thank buat kurir ya. Sesuai barcode juga moga ada hasilnya buat saya ...,positif,,,,,,
240,CherrySpree,"Di gambarny dapat reffil, gk twny gk ad.. Tolong klo memeng gk dapat reffil jng dtulis!",negatif,,,,,,
241,CherrySpree,Sayang ini masker gak bisa tarik komedo di hidung saya,negatif,,,,,,
242,CherrySpree,"Packingnya sangat minimalis, dusnya penyok, segel dalemnya kebuka (mungkin karna ketimpa sewaktu pengiriman) jadi isinya bocor ke kardusnya. Pengirimannya juga agak lama dari biasanya. Baru kali ini kecewa :(",negatif,,,,,,
243,CherrySpree,Udh nyampeeee....cpt...psen siang..sore udh nyampe...packing ny jga rapih...lgsg d cobain...eh lembut bgt....semoga kulit aku cocok...thanks cherrishop....,positif,,,,,,
244,CherrySpree,"Pesan kmren barang sudah sampe. . Mudah""n berhasil bsa ulangin kutu rambut n tlor na... Kasih 4 bintang dlu klw cocok bsa pesan agy. .",positif,,,,,,
245,CherrySpree,Terimakasih buat kiriman dari lazada. Lulur domba nya bagus. Dan saya sangat suka. Barang nya sangat dan sangat memuaskan..... Yang ngantar juga baik dan ramah.,positif,,,,,,
246,CherrySpree,"Pengiriman : Expres banget baru pesen kmrn bsoknya langsung dtng.. Packing : rapih bngt aman pake buble warp Kasiatnya : aku udh coba nih pas mlmnya trus paginya aku cuci muka, keren muka aku jadi lembut moist bngt noda jerawat jd samar2 jg pdhl aku pake cuma seujung jari aja looh..ini bisa dipake berbulan2 nih creamnya.. Trus yg wanginya enak bngt.. Thanks yah sis untuk paketannya",positif,,,,,,
247,CherrySpree,trima ksh utk lazada. Utk pengiriman brgnya sdh sampai dg cepat. Dan barangnya sdh diterima dlm keadaan baik. Semoga sy cocok dg BB nya,positif,,,,,,
248,CherrySpree,"Barang palsu nih Bungkus dalamnya putih, bukan yg bening seperti digambar. Yg asli tuh yg bungkus plastiknya bening, bukan yg putih gini. Sangat kecewa dgn seller",negatif,,,,,,
249,CherrySpree,Kecewa dengan barang yg di pesan. Kotaknyasi tertulis ginseng kianpi pil original. Tapi bisa di bedakan warna pilnya cenderung putih dan baunya gak ada aroma teh. Pokoknya kecewa berat. Baru kali ini beli kianpi dapat yang palsu.,negatif,,,,,,
250,CherrySpree,Efek sampingnya parah badan ku rasa nya seharian lemas mulu sesudah minum obat ini terus perutku jadi diare sampai sekarang. Bahaya obat ini ga jelas asal usulnya langsung aku buang aja !,negatif,,,,,,
251,CherrySpree,"Barang dtgnya tdk lama, dan hasil pemakaian jg bagus bgt, ditambah bentuknya jg unyu, mksh seller dan lazada",positif,,,,,,
252,CherrySpree,Dus penyok.. Gk d kasih pelindung bubble wrap. Botol dipencet gk kluar creamnya.. Pas d buka ternyata gk ada selangnya. Trus kalau mau make gimana donk.. Masa iya harus celupin jari kedalam botol.. Lain kali d cek dlu donk min..,negatif,,,,,,
